userId,recommended_movies
150,"[On the Beach (1959), Saving Face (2004), Jetée, La (1962), Come and See (Idi i smotri) (1985), Cosmos, Senna (2010), Inside Job (2010), Split (2017), Grand Day Out with Wallace and Gromit, A (1989), Last Detail, The (1973)]"
151,"[Sullivan's Travels (1941), Come and See (Idi i smotri) (1985), Easy Money (1983), My Wife is an Actress (Ma Femme est une Actrice) (2001), Andalusian Dog, An (Chien andalou, Un) (1929), Seve (2014), The Big Bus (1976), CB4 - The Movie (1993), Jetée, La (1962), Cosmos]"
152,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), On the Beach (1959), Bad Boy Bubby (1993), All Watched Over by Machines of Loving Grace (2011), Best of Youth, The (La meglio gioventù) (2003), Cosmos, Holy Mountain, The (Montaña sagrada, La) (1973), My Sassy Girl (Yeopgijeogin geunyeo) (2001), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993)]"
153,"[The Artist (2011), Call Me by Your Name (2017), Hours, The (2002), Captain Fantastic (2016), Dancer in the Dark (2000), Wristcutters: A Love Story (2006), Wonder (2017), Reign Over Me (2007), Room (2015), Blue Is the Warmest Color (La vie d'Adèle) (2013)]"
154,"[Cinema Paradiso (Nuovo cinema Paradiso) (1989), Saving Face (2004), Raiders of the Lost Ark: The Adaptation (1989), Black Mirror: White Christmas (2014), Paperman (2012), Andalusian Dog, An (Chien andalou, Un) (1929), Submarine (2010), Shooting Fish (1997), Never Cry Wolf (1983), Stranger Than Paradise (1984)]"
155,"[Louis C.K.: Chewed Up (2008), Strictly Sexual (2008), Louis C.K.: Shameless (2007), Frozen River (2008), Visitor, The (2007), Dune (2000), Monsieur Lazhar (2011), Miss Sloane (2016), Emma (2009), Split (2017)]"
156,"[Burnt by the Sun (Utomlyonnye solntsem) (1994), Best of Youth, The (La meglio gioventù) (2003), My Man Godfrey (1957), Lady Jane (1986), Crossing Delancey (1988), Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976), Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972), Autumn Sonata (Höstsonaten) (1978), Impostors, The (1998), Woman in the Dunes (Suna no onna) (1964)]"
157,"[Three Colors: Red (Trois couleurs: Rouge) (1994), Sullivan's Travels (1941), Seve (2014), The Big Bus (1976), Mystery Train (1989), Enter the Void (2009), Victory (a.k.a. Escape to Victory) (1981), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003)]"
158,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929), Sullivan's Travels (1941), Love Me If You Dare (Jeux d'enfants) (2003), Room, The (2003), 7th Voyage of Sinbad, The (1958), Frank (2014), Cosmos, Isle of Dogs (2018)]"
159,"[Adam's Rib (1949), Babes in Toyland (1934), Strictly Sexual (2008), Top Hat (1935), Truly, Madly, Deeply (1991), Safety Last! (1923), King and I, The (1956), Lady Jane (1986), Crossing Delancey (1988), Akeelah and the Bee (2006)]"
160,"[The Artist (2011), Samouraï, Le (Godson, The) (1967), Play Time (a.k.a. Playtime) (1967), Beloved (1998), Call Me by Your Name (2017), Panic (2000), Penn & Teller Get Killed (1989), In the Company of Men (1997), Before Night Falls (2000), Suspiria (1977)]"
161,"[Saving Face (2004), Last Dragon, The (1985), My Wife is an Actress (Ma Femme est une Actrice) (2001), Senna (2010), Life Less Ordinary, A (1997), Meet Dave (2008), Empire Records (1995), Grand Day Out with Wallace and Gromit, A (1989), Adam's Rib (1949), Creature Comforts (1989)]"
162,"[It Happened One Night (1934), Top Hat (1935), Lady Jane (1986), Crossing Delancey (1988), Magnum Force (1973), Dangerous Beauty (1998), Chungking Express (Chung Hing sam lam) (1994), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), Big Hit, The (1998), 3-Iron (Bin-jip) (2004)]"
163,"[Saving Face (2004), Isle of Dogs (2018), Waydowntown (2000), Band of Brothers (2001), Charlie Brown Christmas, A (1965), Adam's Rib (1949), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015)]"
164,"[Black Mirror: White Christmas (2014), Split (2017), 7th Voyage of Sinbad, The (1958), Senna (2010), My Wife is an Actress (Ma Femme est une Actrice) (2001), On the Beach (1959), Thief (1981), Idiocracy (2006), Shine (1996), Come and See (Idi i smotri) (1985)]"
165,"[Saving Face (2004), Strictly Sexual (2008), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), North & South (2004), Adam's Rib (1949), Anne of Green Gables (1985), On the Beach (1959), Andalusian Dog, An (Chien andalou, Un) (1929), Cosmos, Raiders of the Lost Ark: The Adaptation (1989)]"
166,"[Saving Face (2004), Cosmos, On the Beach (1959), Adam's Rib (1949), Enter the Void (2009), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014)]"
167,"[Saving Face (2004), Bill Hicks: Revelations (1993), Dylan Moran: Monster (2004), Day of the Doctor, The (2013), Dune (2000), Adam's Rib (1949), On the Beach (1959), Yojimbo (1961), North & South (2004), Eddie Izzard: Dress to Kill (1999)]"
168,"[Best of Youth, The (La meglio gioventù) (2003), On the Beach (1959), Kind Hearts and Coronets (1949), The Artist (2011), Hour of the Wolf (Vargtimmen) (1968), All Watched Over by Machines of Loving Grace (2011), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Rififi (Du rififi chez les hommes) (1955), Trial, The (Procès, Le) (1962), Three Billboards Outside Ebbing, Missouri (2017)]"
169,"[Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Adam's Rib (1949), Strictly Sexual (2008), Top Hat (1935), Anne of Green Gables (1985), Saving Face (2004), Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003)]"
170,"[Dallas Buyers Club (2013), Thief (1981), 3-Iron (Bin-jip) (2004), Shall We Dance (1937), Dangerous Beauty (1998), Sausage Party (2016), Glory Road (2006), Presumed Innocent (1990), Stranger Than Paradise (1984), Man from Snowy River, The (1982)]"
171,"[Saving Face (2004), Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)]"
172,"[Come and See (Idi i smotri) (1985), Andalusian Dog, An (Chien andalou, Un) (1929), Sullivan's Travels (1941), Seve (2014), The Big Bus (1976), Jetée, La (1962), Persuasion (1995), Victory (a.k.a. Escape to Victory) (1981), My Sassy Girl (Yeopgijeogin geunyeo) (2001), Day at the Races, A (1937)]"
173,"[Dangerous Beauty (1998), Holiday (1938), 3-Iron (Bin-jip) (2004), King and I, The (1956), Miracle on 34th Street (1947), Lady Jane (1986), Crossing Delancey (1988), Shall We Dance (1937), Adam's Rib (1949), Schindler's List (1993)]"
174,"[Saving Face (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Stranger Than Paradise (1984), Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978)]"
175,"[Affair to Remember, An (1957), Dune (2000), Duchess, The (2008), Bulworth (1998), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Officer and a Gentleman, An (1982), Best Years of Our Lives, The (1946), Black Cat, White Cat (Crna macka, beli macor) (1998)]"
176,"[Sausage Party (2016), Black Mirror: White Christmas (2014), Come and See (Idi i smotri) (1985), Andalusian Dog, An (Chien andalou, Un) (1929), Split (2017), Towering Inferno, The (1974), Thief (1981), Jetée, La (1962), Saving Face (2004), Stranger Than Paradise (1984)]"
177,"[Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Adam's Rib (1949), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Three Billboards Outside Ebbing, Missouri (2017), North & South (2004), Beautiful Thing (1996), Best Years of Our Lives, The (1946), Into the Woods (1991)]"
178,"[On the Beach (1959), Cosmos, Black Mirror: White Christmas (2014), 7th Voyage of Sinbad, The (1958), Three Billboards Outside Ebbing, Missouri (2017), Paths of Glory (1957), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Imposter, The (2012), Frozen River (2008), Visitor, The (2007)]"
179,"[Cosmos, 7th Voyage of Sinbad, The (1958), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)]"
180,"[Guess Who's Coming to Dinner (1967), General, The (1926), Rivers and Tides (2001), On the Beach (1959), Three Billboards Outside Ebbing, Missouri (2017), Black Mirror: White Christmas (2014), Hamlet (1996), Saving Face (2004), Adam's Rib (1949), Stranger Than Paradise (1984)]"
181,"[Glory Road (2006), Dangerous Beauty (1998), Thief (1981), Babes in Toyland (1934), Man from Snowy River, The (1982), Shall We Dance (1937), Idiocracy (2006), Stranger Than Paradise (1984), 3-Iron (Bin-jip) (2004), Horse Whisperer, The (1998)]"
182,"[Open Hearts (Elsker dig for evigt) (2002), Seventh Seal, The (Sjunde inseglet, Det) (1957), Stranger Than Paradise (1984), Best of Youth, The (La meglio gioventù) (2003), Black Mirror: White Christmas (2014), Bad Boy Bubby (1993), Three Billboards Outside Ebbing, Missouri (2017), Kind Hearts and Coronets (1949), Hamlet (1996), All Watched Over by Machines of Loving Grace (2011)]"
183,"[Black Mirror: White Christmas (2014), Wallace & Gromit: The Best of Aardman Animation (1996), Shine (1996), Thief (1981), Split (2017), My Wife is an Actress (Ma Femme est une Actrice) (2001), Glory Road (2006), 3-Iron (Bin-jip) (2004), Stranger Than Paradise (1984), Adventures of Robin Hood, The (1938)]"
184,"[Jetée, La (1962), Come and See (Idi i smotri) (1985), Andalusian Dog, An (Chien andalou, Un) (1929), Frank (2014), World of Tomorrow (2015), Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990), On the Beach (1959), Sullivan's Travels (1941), Man Bites Dog (C'est arrivé près de chez vous) (1992), Mary and Max (2009)]"
185,"[Stranger Than Paradise (1984), Black Mirror: White Christmas (2014), Saving Face (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), King of Hearts (1966), Dallas Buyers Club (2013), Come and See (Idi i smotri) (1985), Anne of Green Gables (1985), Andalusian Dog, An (Chien andalou, Un) (1929), Eddie Murphy Delirious (1983)]"
186,"[Adam's Rib (1949), Saving Face (2004), Cosmos, On the Beach (1959), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978)]"
187,"[Tale of Two Sisters, A (Janghwa, Hongryeon) (2003), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Burnt by the Sun (Utomlyonnye solntsem) (1994), Yojimbo (1961), The Artist (2011), Palindromes (2004), Sonatine (Sonachine) (1993), Shogun Assassin (1980), Happiness (1998), Sword of Doom, The (Dai-bosatsu tôge) (1966)]"
188,"[Stranger Than Paradise (1984), Antonia's Line (Antonia) (1995), 3-Iron (Bin-jip) (2004), Palm Beach Story, The (1942), World of Apu, The (Apur Sansar) (1959), White Christmas (1954), Miracle on 34th Street (1947), Dallas Buyers Club (2013), Sound of Music, The (1965), Lady Jane (1986)]"
189,"[On the Beach (1959), Saving Face (2004), Cosmos, Autumn Sonata (Höstsonaten) (1978), Three Billboards Outside Ebbing, Missouri (2017), Belle époque (1992), General, The (1926), Imposter, The (2012), Enter the Void (2009), De platte jungle (1978)]"
190,"[Saving Face (2004), On the Beach (1959), Wallace & Gromit: The Best of Aardman Animation (1996), Rivers and Tides (2001), Belle époque (1992), Paperman (2012), General, The (1926), The Artist (2011), Three Billboards Outside Ebbing, Missouri (2017), Andalusian Dog, An (Chien andalou, Un) (1929)]"
191,"[Kind Hearts and Coronets (1949), Tale of Two Sisters, A (Janghwa, Hongryeon) (2003), Diabolique (Les diaboliques) (1955), Lamerica (1994), Lady Eve, The (1941), Hannah and Her Sisters (1986), Seventh Seal, The (Sjunde inseglet, Det) (1957), The Magician (1958), Breathless (À bout de souffle) (1960), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993)]"
192,"[Babes in Toyland (1934), Strictly Sexual (2008), Glory Road (2006), Idiocracy (2006), Adam's Rib (1949), Thief (1981), My Wife is an Actress (Ma Femme est une Actrice) (2001), What's Your Number? (2011), Stoning of Soraya M., The (2008), Wal-Mart: The High Cost of Low Price (2005)]"
193,"[The Artist (2011), Wages of Fear, The (Salaire de la peur, Le) (1953), Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990), Best of Youth, The (La meglio gioventù) (2003), Burnt by the Sun (Utomlyonnye solntsem) (1994), Fury (1936), Hush... Hush, Sweet Charlotte (1964), Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948), Tale of Two Sisters, A (Janghwa, Hongryeon) (2003), Kind Hearts and Coronets (1949)]"
194,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), My Sassy Girl (Yeopgijeogin geunyeo) (2001), Persuasion (1995), Sausage Party (2016), Mary and Max (2009), Andalusian Dog, An (Chien andalou, Un) (1929), Saving Face (2004), 3-Iron (Bin-jip) (2004), Seve (2014)]"
195,"[Saving Face (2004), Last Detail, The (1973), Dallas Buyers Club (2013), Split (2017), Dangerous Beauty (1998), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975), Bossa Nova (2000), Hard Candy (2005), Life Is Beautiful (La Vita è bella) (1997), Inside Job (2010)]"
196,"[Babes in Toyland (1934), Strictly Sexual (2008), Adam's Rib (1949), Split (2017), Saving Face (2004), My Wife is an Actress (Ma Femme est une Actrice) (2001), Idiocracy (2006), North & South (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Senna (2010)]"
197,"[Saving Face (2004), Submarine (2010), Rules of Attraction, The (2002), Isle of Dogs (2018), Paperman (2012), Day of the Doctor, The (2013), Belle époque (1992), On the Beach (1959), Mystère à la Tour Eiffel (2015), Lilting (2014)]"
198,"[Black Cat, White Cat (Crna macka, beli macor) (1998), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Son of the Bride (Hijo de la novia, El) (2001), Three Billboards Outside Ebbing, Missouri (2017), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Frozen River (2008), Visitor, The (2007), Play Time (a.k.a. Playtime) (1967)]"
199,"[On the Beach (1959), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Best of Youth, The (La meglio gioventù) (2003), Cherish (2002), Rain (2001), Two Family House (2000), Man Who Shot Liberty Valance, The (1962), Philadelphia Story, The (1940), Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972), Wild Parrots of Telegraph Hill, The (2003)]"
200,"[Saving Face (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Isle of Dogs (2018), Cosmos, Strictly Sexual (2008), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014)]"
201,"[Seve (2014), The Big Bus (1976), Victory (a.k.a. Escape to Victory) (1981), Andalusian Dog, An (Chien andalou, Un) (1929), Great Escape, The (1963), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), True Grit (1969), Day at the Races, A (1937), Come and See (Idi i smotri) (1985), Sullivan's Travels (1941)]"
202,"[On the Beach (1959), Saving Face (2004), Best of Youth, The (La meglio gioventù) (2003), Autumn Sonata (Höstsonaten) (1978), General, The (1926), Three Billboards Outside Ebbing, Missouri (2017), Black Mirror: White Christmas (2014), Cosmos, Rivers and Tides (2001), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)]"
203,"[Waydowntown (2000), Charlie Brown Christmas, A (1965), Captain Fantastic (2016), Best of Youth, The (La meglio gioventù) (2003), Last Detail, The (1973), Spotlight (2015), Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972), Band of Brothers (2001), Autumn Sonata (Höstsonaten) (1978), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)]"
204,"[Topo, El (1970), Come and See (Idi i smotri) (1985), Bad Boy Bubby (1993), On the Beach (1959), Holy Mountain, The (Montaña sagrada, La) (1973), Stalker (1979), Cosmos, 7th Voyage of Sinbad, The (1958), Black Mirror: White Christmas (2014), All Watched Over by Machines of Loving Grace (2011)]"
205,"[Saving Face (2004), Emma (2009), North & South (2004), Cove, The (2009), Bill Hicks: Revelations (1993), Dylan Moran: Monster (2004), Raiders of the Lost Ark: The Adaptation (1989), Cosmos, Strictly Sexual (2008), On the Beach (1959)]"
206,"[Holiday (1938), Schindler's List (1993), Wages of Fear, The (Salaire de la peur, Le) (1953), Casablanca (1942), Lamerica (1994), Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948), Victory (a.k.a. Escape to Victory) (1981), 3-Iron (Bin-jip) (2004), Seve (2014), The Big Bus (1976)]"
207,"[Bad Lieutenant (1992), Solaris (Solyaris) (1972), Frozen River (2008), Visitor, The (2007), Girl with the Dragon Tattoo, The (2011), Henry Fool (1997), Black Cat, White Cat (Crna macka, beli macor) (1998), Children of Dune (2003), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Enemy Mine (1985)]"
208,"[Band of Brothers (2001), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Loving Vincent (2017), Bobik Visiting Barbos (1977), On the Trail of the Bremen Town Musicians (1973), Gena the Crocodile (1969), Obsession (1965), Empties (2007), Fugitives (1986), Travels of an Ant (1983)]"
209,"[On the Beach (1959), Black Mirror: White Christmas (2014), Holy Mountain, The (Montaña sagrada, La) (1973), Bill Hicks: Revelations (1993), Dylan Moran: Monster (2004), General, The (1926), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Harold and Maude (1971), Rivers and Tides (2001), Saving Face (2004)]"
210,"[Strictly Sexual (2008), Babes in Toyland (1934), Saving Face (2004), Adam's Rib (1949), What's Your Number? (2011), Stoning of Soraya M., The (2008), Wal-Mart: The High Cost of Low Price (2005), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Dear Zachary: A Letter to a Son About His Father (2008), Very Potter Musical, A (2009)]"
211,"[Black Mirror: White Christmas (2014), Saving Face (2004), On the Beach (1959), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), North & South (2004), General, The (1926), Stranger Than Paradise (1984), Raiders of the Lost Ark: The Adaptation (1989), Imposter, The (2012), Strictly Sexual (2008)]"
212,"[Saving Face (2004), On the Beach (1959), Belle époque (1992), Mamma Mia: Here We Go Again! (2018), Logan Lucky (2017), Cosmos, Isle of Dogs (2018), Eva (2011), Paper Birds (Pájaros de papel) (2010), North & South (2004)]"
213,"[Saving Face (2004), Strictly Sexual (2008), Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
214,"[Seve (2014), The Big Bus (1976), Easy Money (1983), Sullivan's Travels (1941), Victory (a.k.a. Escape to Victory) (1981), Bridge on the River Kwai, The (1957), Adam's Rib (1949), Game of Death (1978), Afterglow (1997), Outlaw Josey Wales, The (1976)]"
215,"[The Artist (2011), Reign Over Me (2007), Cinema Paradiso (Nuovo cinema Paradiso) (1989), Beautiful Thing (1996), Three Billboards Outside Ebbing, Missouri (2017), Dear Zachary: A Letter to a Son About His Father (2008), Belle époque (1992), Saving Face (2004), Tadpole (2002), Rivers and Tides (2001)]"
216,"[Battlestar Galactica (2003), Wild Parrots of Telegraph Hill, The (2003), Gomorrah (Gomorra) (2008), Man Who Shot Liberty Valance, The (1962), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975), Wallace & Gromit: The Best of Aardman Animation (1996), Lady Jane (1986), Crossing Delancey (1988), Captain Fantastic (2016), Best of Youth, The (La meglio gioventù) (2003)]"
217,"[Titanic (1953), Split (2017), Last Detail, The (1973), Hard Candy (2005), Wallace & Gromit: The Best of Aardman Animation (1996), Thief (1981), Saving Face (2004), Shall We Dance (1937), Waydowntown (2000), Prizzi's Honor (1985)]"
218,"[On the Beach (1959), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Paths of Glory (1957), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), All Watched Over by Machines of Loving Grace (2011), Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997), Holy Mountain, The (Montaña sagrada, La) (1973), Black Mirror: White Christmas (2014), Kind Hearts and Coronets (1949), Streetcar Named Desire, A (1951)]"
219,"[Yojimbo (1961), On the Beach (1959), Jetée, La (1962), Senna (2010), Emma (2009), Bill Hicks: Revelations (1993), Dylan Moran: Monster (2004), Saving Face (2004), Cosmos, Sullivan's Travels (1941)]"
220,"[Adam's Rib (1949), On the Beach (1959), Wallace & Gromit: The Best of Aardman Animation (1996), Saving Face (2004), Bridge on the River Kwai, The (1957), True Grit (1969), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Seve (2014), The Big Bus (1976), Man for All Seasons, A (1966)]"
221,"[Best of Youth, The (La meglio gioventù) (2003), On the Beach (1959), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Captain Fantastic (2016), Bad Boy Bubby (1993), Trial, The (Procès, Le) (1962), Hour of the Wolf (Vargtimmen) (1968), Celebration, The (Festen) (1998), All Watched Over by Machines of Loving Grace (2011), Autumn Sonata (Höstsonaten) (1978)]"
222,"[Come and See (Idi i smotri) (1985), Saving Face (2004), Andalusian Dog, An (Chien andalou, Un) (1929), Jetée, La (1962), Sullivan's Travels (1941), Cosmos, Isle of Dogs (2018), On the Beach (1959), Enter the Void (2009), De platte jungle (1978)]"
223,"[Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Paperman (2012), Saving Face (2004), Submarine (2010), Cinema Paradiso (Nuovo cinema Paradiso) (1989), Dear Zachary: A Letter to a Son About His Father (2008), Now You See Me (2013), North & South (2004)]"
224,"[Dallas Buyers Club (2013), 3-Iron (Bin-jip) (2004), Gigantic (A Tale of Two Johns) (2002), Great Escape, The (1963), Ted 2 (2015), Towering Inferno, The (1974), Seve (2014), The Big Bus (1976), Stranger Than Paradise (1984), Hello, Dolly! (1969)]"
225,"[Sullivan's Travels (1941), Seve (2014), The Big Bus (1976), 7th Voyage of Sinbad, The (1958), Victory (a.k.a. Escape to Victory) (1981), Come and See (Idi i smotri) (1985), Stranger Than Paradise (1984), Day at the Races, A (1937), Sausage Party (2016), Twin Dragons (Shuang long hui) (1992)]"
226,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Andalusian Dog, An (Chien andalou, Un) (1929), Saving Face (2004), Sullivan's Travels (1941), Frank (2014), World of Tomorrow (2015), Cosmos, On the Beach (1959), Man Bites Dog (C'est arrivé près de chez vous) (1992)]"
227,"[Saving Face (2004), Cosmos, On the Beach (1959), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
228,"[Split (2017), On the Beach (1959), 7th Voyage of Sinbad, The (1958), Louis C.K.: Chewed Up (2008), Louis C.K.: Hilarious (2010), Louis C.K.: Shameless (2007), Cosmos, Idiocracy (2006), Near Dark (1987), Frozen River (2008)]"
229,"[On the Beach (1959), Saving Face (2004), Black Mirror: White Christmas (2014), Cosmos, Split (2017), Adam's Rib (1949), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Stranger Than Paradise (1984), Imposter, The (2012), Shawshank Redemption, The (1994)]"
230,"[Black Dynamite (2009), Center of the World, The (2001), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Louis C.K.: Chewed Up (2008), Strictly Sexual (2008), Mr. Woodcock (2007), Hot Rod (2007), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003)]"
231,"[On the Beach (1959), Jetée, La (1962), Senna (2010), Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997), Emma (2009), Come and See (Idi i smotri) (1985), Room, The (2003), Mulholland Dr. (1999), Andalusian Dog, An (Chien andalou, Un) (1929), Sullivan's Travels (1941)]"
232,"[Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
233,"[Three Billboards Outside Ebbing, Missouri (2017), Best of Youth, The (La meglio gioventù) (2003), Reign Over Me (2007), The Artist (2011), Rivers and Tides (2001), General, The (1926), Autumn Sonata (Höstsonaten) (1978), On the Beach (1959), Into the Woods (1991), Cosmos]"
234,"[Stranger Than Paradise (1984), Chungking Express (Chung Hing sam lam) (1994), I, the Jury (1982), Lost and Delirious (2001), Dangerous Beauty (1998), Adam's Rib (1949), 'Salem's Lot (2004), Assassination of Jesse James by the Coward Robert Ford, The (2007), Dune (2000), Valmont (1989)]"
235,"[3-Iron (Bin-jip) (2004), Schindler's List (1993), Victory (a.k.a. Escape to Victory) (1981), Seve (2014), The Big Bus (1976), Great Escape, The (1963), Wallace & Gromit: The Best of Aardman Animation (1996), Adam's Rib (1949), Lady Jane (1986), Crossing Delancey (1988)]"
236,"[Solaris (Solyaris) (1972), On the Beach (1959), Easy Money (1983), Kissing Jessica Stein (2001), Bridge on the River Kwai, The (1957), Trust (1990), Jackass Number Two (2006), Frozen River (2008), Visitor, The (2007), Baby Driver (2017)]"
237,"[Jetée, La (1962), Come and See (Idi i smotri) (1985), Last Detail, The (1973), Inside Job (2010), Waydowntown (2000), On the Beach (1959), Saving Face (2004), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975), Split (2017), Celebration, The (Festen) (1998)]"
238,"[All Good Things (2010), Bad Lieutenant (1992), Battlestar Galactica (2003), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Sudden Impact (1983), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014)]"
239,"[Cosmos, Saving Face (2004), On the Beach (1959), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
